	header	desc	author	date
1283	Snapchat CEO Evan Spiegel Pays Off All Student Loans For New Graduates	Snap CEO Evan Spiegel will pay off all student loan debt for new graduates of this college.	Zack Friedman	May 15, 2022
1284	Covid-Hit Shanghai To Allow Gradual Reopening Of Malls And Markets, Xinhua Says	Widespread lockdowns have hurt global supply chains	Russell Flannery	May 15, 2022
1285	Stocks This Week: Buy EQT Corporation And International Flavors And Fragrances	Higher prices are likely. Here are buy recommendations.	Bill Sarubbi	May 15, 2022
1286	ABLE Accounts For Disabled Have Many Advantages And Should Be Better Known	You may think that you don't know anyone on SSI, but when people send out the Christmas letters about their kids graduating from medical school or becoming Rhodes Scholars, they sometimes forget to mention the one who is in rehab.	Peter J Reilly	May 15, 2022
1287	This 9.2% Monthly Dividend Portfolio Is In The Bargain Bin	Every legendary investor worth their salt has some sort of phrase to describe what investors should be doing right this very minute...	Brett Owens	May 15, 2022
1288	As GameFi Market Crashes, Blockchain Gamers Remain True Believers	Everything GameFi is getting crushed and in deep bear market territory. Why do investors still like it?	Kenneth Rapoza	May 15, 2022
1289	Inflation, The Fed, And The End Of Speculation	Higher real yields and recession risk have contributed to the carnage in speculative assets and S&P 500. Stocks tend to price in a recession before it occurs. Opportunities can likely be found in the wreckage of quality growth companies that have been punished but can survive an economic slowdown.	Bill Stone	May 15, 2022
1290	Student Loan Cancellation: New York Times Says Canceling Student Loans For Everyone Is A ‘Bad Idea’	Another major hit for student loan borrowers.	Zack Friedman	May 15, 2022
1291	Obama’s Out: Barack & Michelle Ditch Spotify For Podcast Freedom	Arnold Donald’s time as captain of Carnival Corporation is coming to an end after nine years of helming the ship.	Kori Hale	May 15, 2022
1292	Biden ‘Endorsed’ Fed ‘Shock Therapy’—Why The $1 Trillion Bitcoin, Ethereum And Crypto Price Crash Could Be Just Getting Started	"One widely-respected analyst has warned the Federal Reserve, endorsed by U.S. president Joe Biden, will pursue a program of ""shock therapy"" in order to drive down demand and ""slay"" inflation—with the crypto crash ""an unexpected bonus""..."	Billy Bambrough	May 15, 2022
1293	Facing Financial Fears In 2022	2022 has given us plenty of reasons to fear for our financial health. However, as we look at each of these legitimate fears, there is some helpful context and even a bit of good news that puts it all in perspective.	Tim Maurer	May 15, 2022
1294	When (Why) Bad News Is Good News	It was another volatile week in the financial markets. The “narrative” emphasized “inflation,” despite both CPI and PPI March looks to have been the peak and that, going forward, just a repeat of April for the remainder of the year will significantly reduce that malady.	Robert Barone	May 14, 2022
1295	Gen Z Set To Lead Retailers Into The Metaverse	I have wanted to take the opportunity for this week’s piece to pivot away from inflation for a moment and discuss a topic that is coming up often enough it bears sharing some observations.	Greg Petro	May 14, 2022
1296	Should You Push Your Stubborn Parents Who Refuse Elder Care?	Stubborn aging parents who refuse to allow you to help them can be extremely worrisome. Learn what choices you have and how to approach this difficult subject.	Carolyn Rosenblatt	May 14, 2022
1297	2030 - What Does The Future Hold?	Heightened uncertainty means people want to know more about the future as we leave globalization behind - a values driven world, shorter business cycles and new business models, are all ahead.	Mike O'Sullivan	May 14, 2022
1298	Should You Trust A Bitcoin Bottom?	The weekly Bitcoin chart at the end of April indicated it was likely to drop sharply rather than rally to $100,000 as some were predicting. Last week’s decline erased up to $60 billion collectively from some of the largest holders but is the selling over?	Tom Aspray	May 14, 2022
1299	What Is The Difference Between Time Weighted Rate Of Return Calculation And IRR?	The time weighted rate of return is the money manager’s rate of return.	Bernie Kent	May 14, 2022
1300	Why Keeping Bitcoin On An Exchange Is Driving The Price Down	Whenever you buy Bitcoin at a centralized exchange, you are never really sure that your account is credited with actual Bitcoin or paper Bitcoin.	Rufas Kamau	May 14, 2022
1301	How To Play Real Estate And Stocks For 9.9% Dividends	This wild economy has set us up with an opportunity to smartly “time” both the real estate and stock markets.	Michael Foster	May 14, 2022
1302	Student Loans: Here Are The New Rates	Uh-oh, student loans are getting a lot more expensive.	Zack Friedman	May 14, 2022
1303	‘Revival Plan’ Boosts ‘Essentially Zero’ Luna Price By 1,000% Amid Bitcoin, Ethereum And Crypto Crash	Luna﻿, the collapsed cryptocurrency that was designed to support the terraUSD (UST﻿﻿) stablecoin, has rocketed higher over the last 24 hours despite falling to near zero this week...	Billy Bambrough	May 14, 2022
1304	Nigeria Issues Crypto Asset Rules In A Move That Could Boost Adoption	Nigeria's Securities Exchange Commission has issued new rules that apply to all crypto product and service providers in the country. The latest development could legitimize and boost the adoption of digital assets in the West African country.	Oluwaseun Adeyanju	May 14, 2022
1305	Selling Sports Shoes For Under $10 Turned This Shoemaker Into India’s Newest Billionaire	The IPO of Campus Activewear, which sells more shoes than the likes of Nike and Adidas in India, propels its founder into the billionaires club.	Anu Raghunathan	May 14, 2022
1306	More Than One In Six Mainland Chinese On 2022 Forbes Billionaires List Are Now Below The Cut	Covid, global stock declines fueling wealth destruction	Russell Flannery	May 13, 2022
1307	Bitcoin Prices Rally More Than 20% After Market Rout—Here’s Why	Bitcoin prices have climbed over the last few years, rallying after the digital currency dropped to a recent low. What drove these gains, and what do they mean? Several market experts weigh in.	Charles Bovaird	May 13, 2022
1308	Prices, Preclusive Purchases, And Production: Some Forgotten Solutions To Forgotten Inflation Problems	Extraordinary times warrant extraordinary measures. All the more when the measures are not as extraordinary as first seems. That is the circumstance in which we now find ourselves: a three-part inflation of a kind we’ve forgotten for some 40 years. It's time to renew past solutions as well.	Robert Hockett	May 13, 2022
1309	Inflation Is Back, For Now. Here’s How Retirees Can Cope With It.	Start by prioritizing your spending and paring back to essentials	Next Avenue	May 13, 2022
1310	Musk Could Try To ‘Get Out’ Of Twitter Acquisition After ‘Troubling’ Decision To Put Deal On Hold: Analysts	Investors are left with “many questions and no concrete answers” about the deal going forward, analysts say.	Sergei Klebnikov	May 13, 2022
1311	The Not So Obvious NFTs That Equal More Cash And Build Relationships	There is an untapped wealth of less obvious NFTs just waiting to be leveraged.	Jeff Rose	May 13, 2022
1312	Chris Davis Whittles Down Top Holding Wells Fargo, Adds To Meta Platforms Stake	Guru releases 1st-quarter portfolio	GuruFocus	May 13, 2022
1313	New Merrill Culture Sparks Growth, Creates New Ways To Serve Families	Merrill created an internal network of top advisors who mentor other advisors. The network is jumpstarting account and asset growth. The move should reposition Merrill at a time when Baby Boomers are forecast to transfer an estimated $70 trillion to heirs.	R.J. Shook	May 13, 2022
1314	Elon Musk’s Plan To Buy Twitter Put On Hold—Or Is It?	I can’t really say that I was surprised this morning while my phone was blowing up with media requests due to Musk’s latest tweet that the Twitter deal is on hold.	Anat Alon-Beck	May 13, 2022
1315	Grayscale Bitcoin And Ethereum Trust Discounts Hit All-Time Lows	Discounts on the two largest cryptocurrency funds hit all-time lows as the digital assets market suffered one of its most volatile weeks.	Nina Bambysheva	May 13, 2022
1316	Avoiding The Succession Cliff: Potential Paths For Soon-To-Retire Financial Advisors	Tenured advisors have invested a lifetime in building a business with real value, yet many don’t have a succession plan. Why the delay? And what are their options?	Mindy Diamond	May 13, 2022
1317	Stocks Rebound, Taking A Breather From Selloff—But Markets Are Down For The Sixth Week In A Row	Stocks are on one of their longest weekly losing streaks since at least 2001.	Sergei Klebnikov	May 13, 2022
1318	Lee Ainslie On Maverick Capital's Housing Shorts And New Healthcare Stock	Lee Ainslie's Maverick Capital recorded its second-worst quarter ever during the first quarter, a dramatic turnaround from last year's first quarter when the fund enjoyed its strongest quarter ever.	Jacob Wolinsky	May 13, 2022
1319	Cryptos Break Down Below Previous Support, Then Bounce: Bitcoin, Ethereum, XRP	When that previous buy zone is violated — more sellers than buyers — it gets noticed by both artificial intelligence and mere humans.	John Navin	May 13, 2022
1320	A Housing Idea For Aging Parents Who Want Your Company And Their Privacy	Backyard cottages, converted garages and other “accessory dwelling units” offer both	Next Avenue	May 13, 2022
1321	Collaborative Intelligence Can Bridge Generation Gaps At Work	Authors of a new book show how boomers and Gen Xers can work better together	Next Avenue	May 13, 2022
1322	Internet Stocks Rally, China’s Weight To Increase In MSCI EM, Week In Review	Asian equities were mixed but mostly higher overnight as Hong Kong outperformed, led by internet stocks on little in the way of news.	Brendan Ahern	May 13, 2022
1323	Steps To Take Right Now, Well Before You Retire, To Protect Your Assets	Retirement might be five or ten years away, but now is the time to act if you want to worry less when the big day comes.	Chris Carosa	May 13, 2022
1324	Is HSBC Stock Undervalued?	This could be attributed to a 7% y-o-y drop in the wealth & personal banking unit, followed by a 4% decline in global banking & markets.	Trefis Team	May 13, 2022
1325	Bitcoin Returns To $30,000, Polkadot Leads Surge Among Major Cryptocurrencies	After a turbulent week, cryptocurrencies are recovering some of the losses aggravated by the collapse of stablecoin TerraUSD at a fast pace.	Nina Bambysheva	May 13, 2022
1326	A New Idea To Reduce Wealth Inequality: Tax Capital Gains At Death At A Higher Rate Than During Life	The best billionaire tax: tax their gains at death more than their gains during life.	Steve Rosenthal	May 13, 2022
1327	A Bear Market Has Arrived: You Know It When You See It	The press won’t call it a bear market until it meets the official definition: a decline of 20% from the high.	James Berman	May 13, 2022
1328	After Shedding 17% Last Month, Akamai Stock Looks Set To Turn Things Around	If you look at the change over the last ten days, too, the stock has lost 14%, underperforming the broader markets strongly.	Trefis Team	May 13, 2022
1329	How Elon Musk’s Grand Crypto Twitter Experiment Can Succeed	Musk, whose offer to buy Twitter for $44 billion was accepted by the company’s board in April, said the takeover deal was “temporarily on hold” amid concerns over the number of fake and spam accounts on the site.	Meg Christensen	May 13, 2022
1330	Stellar Revenue Growth Has Helped Qualcomm Return 2x The Market Returns	Over the same period, the S&P 500 returned around 65%, meaning that Qualcomm stock managed to post double these returns since 2018-end.	Trefis Team	May 13, 2022
1331	Is The Crypto Crash A Sign Of Trouble Or A Time To Buy The Dip?	Bitcoin and other cryptocurrencies have seen massive losses this week, with some holders losing life savings. Now is a tough time to navigate the crypto world, but Q.ai is here to help.	Q.ai - Powering a Personal Wealth Movement	May 13, 2022
1332	27% Under $54.20, Musk Could Cut New Twitter Deal At $34.20	With Twitter stock down and Tesla stock up, investors expect Musk to break his $44 billion take private deal	Peter Cohan	May 13, 2022
1333	What’s Happening With Rivian Stock?	Part of the sell-off is due to fundamental factors, including Rivian’s slower than expected production ramp and rising inflation, and supply-chain issues.	Trefis Team	May 13, 2022
1334	Hey Masayoshi Son, I Have A Bridge To Sell You	SoftBank has been deploying more than $130 billion of investment capital on a bewildering array of startups across the globe. But for all too many of them, Son’s team arguably overpaid.	William Pesek	May 13, 2022
1335	Carnival’s CEO Arnold Donald Is Setting Sail By Stepping Down	Arnold Donald’s time as captain of Carnival Corporation is coming to an end after nine years of helming the ship. As one of the few Black Fortune 500 CEOs he led the company to post a record profit in 2018 before the COVID-19 pandemic jolted the cruise industry.	Kori Hale	May 13, 2022
1336	We’re Only ‘Halfway There’—Insiders Warn Of 80% Meltdown As Price Of Bitcoin, Ethereum, BNB, XRP, Terra’s Luna, Solana, Cardano, Dogecoin In Free Fall	The crypto price rout isn't over. Industry insiders warn of another wave of panic selling as the price of bitcoin, ethereum, BNB, XRP, terra’s luna, solana, cardano, dogecoin go into free fall.	Dan Runkevicius	May 13, 2022
1337	Best Places To Retire In 2022: Sioux Falls And Other Hot Spots	Forbes compared more than 800 locales in America on everything from housing costs and taxes to healthcare, air quality, crime and climate change and natural hazard risk. These are the top 25 cities for retirees.	William P. Barrett	May 13, 2022
1338	Where Not To Die In 2022: The Greediest Death Tax States	While few individuals need to plan around the federal estate tax, state death taxes kick in at much lower dollar levels, often making it a middle-class problem.	Ashlea Ebeling	May 13, 2022
1339	What Next For Cryptos?	Cryptos are crashing. Will they ever come back?	Steve Forbes	May 13, 2022
1340	Billionaire Lance Gokongwei’s Cebu Air To Expand, Renew Fleet As Travel Demand Rebounds	Cebu Air—controlled by billionaire Lance Gokongwei and his family’s JG Summit—plans to gradually expand the company’s fleet over the next five years amid signs travel and tourism is staging a post-pandemic recovery.	Jonathan Burgos	May 13, 2022
1341	My Biggest Regret In Moving To Mexico	My biggest regret in moving to Mexico is the same as many people's...	Chuck Bolotin	May 13, 2022
1342	Still Has ‘Potential As A Currency’—Elon Musk Gives Surprise Dogecoin Signal After Huge Bitcoin, Ethereum And Crypto Price Crash	Tesla﻿ billionaire and long-time dogecoin supporter Elon Musk has once again signalled his support for the meme-based bitcoin rival helping it's price to bounce by around 20%...	Billy Bambrough	May 13, 2022
1343	What The Zelle Is Going On?	Should banks extend Zelle into retail? Despite the narcotic effect of interchange, I think that they will, but not as a general-purpose card replacement. A Zelle option in a supermarket app makes sense but Zelle to buy a dishwasher online from a cut-price white goods retailer probably does not.	David G.W. Birch	May 12, 2022
1344	‘Gigantic’ Impact From China Lockdowns To Hit Auto Industry Globally: Automobility’s Bill Russo	"""Supply-side inflationary issues and capacity issues are going to take years to get unwound,"" said Bill Russo, the founder and CEO of Automobility, a Shanghai-headquartered strategy and investment advisory firm."	Russell Flannery	May 12, 2022
1345	This Week In Credit Card News: Online Shopping May Get Safer; Inflation Causing Consumer Debt To Soar	What took place this week in the credit card and payment industries	Bill Hardekopf	May 12, 2022
1346	S&P 500 Hits New 2022 Low As ‘Staggering’ Market Losses Continue	Increasingly negative investor sentiment continues to weigh on markets.	Sergei Klebnikov	May 12, 2022
1347	EURUSD And USDJPY Can Reverse Despite An Aggressive Fed	The US Dollar forged an incredible advance heading into the Federal Reserve’s May announcement.	John Kicklighter	May 12, 2022
1348	Senate Confirms Fed Chair Jerome Powell To Second Term As Inflation Spikes And Markets Collapse	Though he led the Fed as it staved off a pandemic-induced economic depression, Powell has been criticized over policy choices as inflation spiked to the highest level in 40 years this spring.	Jonathan Ponciano	May 12, 2022
1349	Considering An Adjustable Rate Mortgage (ARM) When Rates Rise	For some homebuyers, it may make sense to consider an adjustable rate mortgage (ARM) instead of a conventional fixed loan.	Kristin McKenna	May 12, 2022
1350	Terra Blockchain Halted To ‘Prevent Attacks’ After Luna Token Crashes Nearly 100% Overnight	The price of Terra’s luna token collapsed to less than a penny on Thursday after trading at about $80 just one week ago.	Jonathan Ponciano	May 12, 2022
1351	Here Is Proof That Powell Made A Mistake	It’s no longer just a talking point from permabears hooked on conspiracy content: the Federal Reserve has made a mistake.	Oliver Renick	May 12, 2022
1352	Ask Larry: Does My Husband Need To File Retroactively To 2021 For Social Security's 5.9% 2022 COLA?	Today's Social Security column addresses questions about whether the 2022 5.9% COLA applies to benefits filed for after December 2021, when one child's benefit cessation can increase another child's benefits and when the Windfall Elimination Provision (WEP) might not be applied.	Laurence Kotlikoff	May 12, 2022
1353	Student Loan Forgiveness Good For The Economy, Treasury Secretary Says	U.S. Treasury Secretary Janet Yellen says that wide-scale student loan relief could be good for the economy.	Zack Friedman	May 12, 2022
1354	Despite Stagnant Revenue Growth, How Has Seagate Technology Stock Outperformed The S&P Since 2018?	During this period, the company witnessed just an 8% rise in revenue, but a substantial drop in the outstanding share count helped boost the company’s revenue per share and stock price.	Trefis Team	May 12, 2022
1355	Is Hyperinflation Coming?	Does the Fed or Central Bank have an inflation game plan?	Clem Chambers	May 12, 2022
1356	Meme Stocks Surge Despite Market Selloff: GameStop Trading Halted, AMC Jumps	GameStop surged as high as 33%, with trading halted for volatility as many as four times.	Sergei Klebnikov	May 12, 2022
1357	Dow Theory: Is It Still Relevant? Editor Of TheDowTheory.Com Says Yes	Manuel Blay: It is more relevant than ever for three reasons: Because it works. By this, I mean: it cuts drawdowns and outperforms buy and hold. And it performs much better than its trend-following competitors, namely moving averages and breakout systems.	John Navin	May 12, 2022
1358	Crypto’s Long Night: Market Bleeds As LUNA Nears $0	Worth $119.22 at its peak, LUNA, the sister asset of troubled cryptocurrency TerraUSD, collapsed to almost $0 overnight.	Nina Bambysheva	May 12, 2022
1359	Biden’s Plan To Expand Broadband Will Be A Huge Help To Older Adults	While much of the attention on expanded broadband is focused on how it will help young families with children, it also will improve access to medical care and monitoring as well as social supports and services—critical benefits for older adults who have difficulty leaving their homes.	Howard Gleckman	May 12, 2022
1360	Can Amazon Stock Add Two Exxon Mobils To Its Market Capitalization?	Revenue Growth Amazon’s growth has been much stronger than Exxon Mobil in recent years, with Amazon’s revenues expanding at an average rate of 27% from $178 billion in 2017 to $470 billion in 2021.	Trefis Team	May 12, 2022
1361	US Dollar Strength Weighs On CNY	Asian equity markets were all down overnight. It was a light news day as Fed hike fears and the strong dollar weigh on local sentiment.	Brendan Ahern	May 12, 2022
1362	How Can Retirees Recover Their Savings Lost During A Sudden Market Decline?	When the market falls just as you step into the doorway of retirement, your response can mean the difference between a comfortable retirement and a less than satisfying one.	Chris Carosa	May 12, 2022
1363	Student Loan Interest Rates Will Increase Soon — Here’s What It Means For Borrowers	Student loan interest rates are set to rise in the coming months. Here’s what it means for millions of borrowers.	Adam S. Minsky	May 12, 2022
1364	How Higher Interest Rates May Upend The Fintech Business Model	As the Fed raises interest rates, it could influence business plans for both banks and fintechs. Will competition for deposits heat up through new digital channels or has our relationship to savings changed forever?	Alan McIntyre	May 12, 2022
1365	EBay Stock Lost 9% In One Week, What To Expect?	The rise was mainly because of a shift in customer behavior from offline to online due to the Covid-19 crisis.	Trefis Team	May 12, 2022
1366	Home Depot & Lowe’s: Do-It-Yourself Profits	There are few industries in which just two companies hold such a dominant market share, but there are few consumers who have not shopped Home Depot (HD) or Lowe’s (LOW) for their home improvement, renovation or gardening needs.	MoneyShow	May 12, 2022
1367	The Best Dividend For A Bear Market	The “Fed put” has expired.	Brett Owens	May 12, 2022
1368	Former Top Regulators Chris Giancarlo, Brian Brooks Invest In Crypto Risk Monitoring Startup Solidus Labs	The New York-based company has closed a $45 million Series B funding round led by Liberty City Ventures.	Nina Bambysheva	May 12, 2022
1369	Time For A Pause In Marathon Oil Stock?	According to our Trefis machine learning engine which analyzes historical stock price movements, MRO stock has a 49% chance of a rise over the next month (21 trading days).	Trefis Team	May 12, 2022
1370	Plugging Tech Into Wealth Management	Is it really possible to offer personalized experiences to every wealth management client?	April Rudin	May 12, 2022
1371	Target Taps Into $51 Billion Second Hand Clothing Market With ThredUp Deal	Target has found another way to profit with its new strategy of selling second hand clothes. The company has partnered with ThredUp, a resale marketplace for used fashion items like Chanel bags, Michael Kors clothing and Nike﻿ shoes, by leveraging its “resale as a service” (RaaS) online platform.	Kori Hale	May 12, 2022
1372	Why T Rowe Price Group Is A Top 25 SAFE Dividend Stock	T Rowe Price﻿TROW﻿ Group has been named to the Dividend Channel ''S.A.F.E. 25'' list, signifying a stock with above-average ''DividendRank'' statistics including a strong 4.2% yield	Dividend Channel	May 12, 2022
1373	Democrats Say Student Loan Forgiveness Can Help Win Votes, But Their Plan May Backfire	Will student loan forgiveness backfire?	Zack Friedman	May 12, 2022
1374	Why Would Anyone Invest In China Right Now?	Shanghai's Covid circus continues. On top of that, a real estate market in crisis, and a deglobalization trend. Ouch.	Kenneth Rapoza	May 12, 2022
1375	What’s Happening With Comcast Stock?	For one, the big surge the company witnessed in its bread and butter broadband business through the Covid-19 pandemic and work from home trend is cooling off.	Trefis Team	May 12, 2022
1376	Job Opportunities Still Greatest Challenge Facing Those Leaving Prison	Those leaving prison face big obstacles reintegrating back into society with their biggest hurdle being a job. No job, and people are going to return to prison.	Walter Pavlo	May 12, 2022
1377	FTX CEO Sam Bankman-Fried To Defend His Disruptive Plan For Crypto Derivatives In Front Of Congress	Derivatives are financial contracts that let investors hold hedging or speculative positions at regulated U.S. exchanges overseen by the Commodity Futures Trading Commission (CFTC). Crypto CEO Sam Bankman-Fried has a plan to bring them into the 21st century.	Javier Paz	May 12, 2022
1378	Is It Worth Delaying Retirement One Year?	There’s always the wonder – what happens if I delay retirement by one year?	Andrew Rosen	May 12, 2022
1379	Forbes Global 2000: The World’s Largest Real Estate Companies In 2022	Canadian asset manager Brookfield leads the way ahead of 27 American real estate firms on this year’s list.	Hank Tucker	May 12, 2022
1380	Forbes Global 2000 List 2022: The Top 200	Two years after the start of the pandemic, Covid casualties like airlines and oil producers have reclaimed top spots among the largest companies in the world.	Isabel Contreras	May 12, 2022
1381	Forbes Global 2000: The World’s Largest Insurance Companies In 2022	Most U.S. insurers have avoided the crash that has taken down the rest of the market this year, buoyed by rising interest rates.	Hank Tucker	May 12, 2022
1382	The World’s Largest Banks 2022: China’s ICBC Leads While JPMorgan Chase Falls	2021 was largely a good year for the banking sector as firms posted strong earnings and robust deposit growth thanks to trillions of dollars in pandemic stimulus spending from governments.	Sergei Klebnikov	May 12, 2022
1383	The World’s Largest Tech Companies In 2022: Apple Still Dominates As Brutal Market Selloff Wipes Trillions In Market Value	Marred by global supply shortages and regulatory crackdowns, a fewer number of tech companies appear on this year's Global 2000, Forbes' annual ranking of the world's largest public companies.	Jonathan Ponciano	May 12, 2022
1384	Global 2000: Berkshire Hathaway Takes Down JPMorgan As America’s Largest Company	Despite another year of relentless volatility stemming from a global pandemic and enhanced by international armed conflict, and supply chain issues, U.S. companies managed to continue growing.	Isabel Contreras	May 12, 2022
1385	Inside The Global 2000: Sales And Profits For The World’s Largest Companies Are Soaring As Economies Reopen	More than two years since the start of the pandemic, Covid losers like airlines and oil producers reclaimed top spots on the list.	Isabel Contreras	May 12, 2022
1386	The World’s Largest Transportation Companies 2022: UPS Passes FedEx For The Top Spot	Atlanta-based shipping giant UPS helped ride a surge in ecommerce sales to the No. 100 spot on this year’s Forbes Global 2000.	Kevin Dowd	May 12, 2022
1387	The World’s Largest Tech Companies Embracing Blockchain Face A Valuation Reckoning	A review of Forbes 20th rendition of the Global 2000 list, made up of large public companies with a combined market capitalization of $76.7 trillion and combined profit of $5 trillion, showed signs that large tech firms on the list that adopted blockchain technology could be facing a profitabilit...	Javier Paz	May 12, 2022
1388	Will Ethereum’s Virtual Machine Eat Itself?	Just as Bitcoin begat altcoins, which begat Ethereum, smart contracts and a barrage of blockchains, the EVM is the Virtual Machine that spawned an army of imitators. While Ethereum’s network effects have yet to be surpassed, its trusty VM has been pressed into service on the unlikeliest of networks.	Lawrence Wintermeyer	May 12, 2022
1389	Tether Untethered: World’s Biggest Stablecoin Loses $1 Peg As Crypto Market Crashes	Tether's USDT, which is meant to be pegged to $1, dropped as low as 94 cents on Thursday.	Robert Hart	May 12, 2022
1390	Billionaire Sun Hongbin’s Sunac Defaults On Dollar Bond Payments	Sunac China Holdings, the real estate developer headed by billionaire Sun Hongbin, said it had defaulted on interest payments for a $742 million offshore bond, and it’s also unlikely to make the payments on other notes coming due this year and next.	Yue Wang	May 12, 2022
1391	Philippine Billionaire Enrique Razon’s Bloomberry To Invest In Tycoon Dennis Uy’s Casino Projects	Bloomberry Resorts—controlled by billionaire Enrique Razon—has signed a deal to invest in Davao-based businessman Dennis Uy’s casino resort projects in the central Philippine island of Cebu and at the former Clark Airbase in Pampanga, north of Manila.	Jonathan Burgos	May 12, 2022
1392	$1 Trillion Crypto Meltdown—Huge Crash Wipes Out The Price Of Bitcoin, Ethereum, BNB, XRP, Cardano, Solana, Terra’s Luna And Avalanche	Bitcoin and cryptocurrencies have crashed further overnight, dropping to levels not seen since the crypto market began surging in late 2020...	Billy Bambrough	May 12, 2022
1393	Baidu Wants Its XiRang Platform To Be The Enabler Of The Metaverse	Baidu says it can provide the technological capabilities that are needed to build a vibrant metaverse.	Nina Xiang	May 12, 2022
1394	'Full Irrational Panic' - Solana Drops To Lowest Since August Amid Crypto Plunge	Solana prices have plunged lately, causing the digital currency to trade down more than 80% from its all-time high. What caused the latest declines? Market experts offer their input.	Charles Bovaird	May 11, 2022
1395	Update: RLGT and SCPL, May 11	Radiant Logistics (RLGT) released fantastic quarterly results last night. Indeed, consistent with the preliminary guidance it gave on April 6 and boosted by its assistance in COVID relief efforts, under which RLGT provided mission critical logistics support to move 85.4 million test kits [...]	Taesik Yoon	May 11, 2022
1396	Unstable Stablecoin: TerraUSD Nosedives, Luna Loses 98% Of Its Value	The last 24 hours have been some of the most dramatic that we’ve seen in crypto in a long time.	Meg Christensen	May 11, 2022
1397	Cash Is King For These 30 Stocks	Firms with low price-to-free-cash-flow ratios may represent neglected firms at attractive prices. These companies have a price-to-free-cash-flow ratio below the median for their industry and below the company’s own five-year average.	Charles Rotblut	May 11, 2022
1398	Wall Street Thinks These Stocks—Including McDonald’s, Dollar General And Visa—Can Weather Market Volatility	Wall Street experts still see opportunities in the healthcare, financial and consumer sectors.	Sergei Klebnikov	May 11, 2022
1399	Estate Plans For Creative, Entrepreneurial And Easily Distracted People	Estate Planning can be too long and tedious for clients to understand, follow and execute, so here are three simplified estate plans.	Matthew Erskine	May 11, 2022
1400	BlackRock And Citadel Deny Trading Cratering Stablecoin	In response to widespread rumors, hedge fund giant Citadel Securities and asset manager BlackRock say they don't trade any of the notorious TerraUSD, a stablecoin that lost its peg to the dollar, wiping out $25 billion from the underlying asset.	Michael del Castillo	May 11, 2022
1401	Dow Falls 300 Points As Red-Hot Inflation Report And Sinking Tech Stocks Drag Markets Lower	Consumer prices fell for the first time in eight months—but remain elevated.	Sergei Klebnikov	May 11, 2022
1402	The Tax Myth Surrounding Elon Musk	One sticking point has been around Musk borrowing against owned shares in Tesla to fund the purchase, while not paying any taxes on that debt.	Jaime Catmull	May 11, 2022
1403	Where To Buy Apple On Continued Downside Risk	How to trade Apple.	Richard Henry Suttmeier	May 11, 2022
1404	Ohio Teachers Pension May Be First To Investigate And Recover Funds From Private Equity Firms	Following last week's election results, STRS Ohio's Board may vote to become the first public pension to restore transparency and hold Wall Street private equity firms accountable.	Edward Siedle	May 11, 2022
1405	Bullish Trendline Could Help Bunge Stock Resume Rally	The shares of Bunge (BG) are staging a bounce off the $107 level, an area that coincides with a historically bullish trendline.	Schaeffer's Investment Research	May 11, 2022
1406	Upstart, An AI Platform For Credit Checks, Crashes After Disclosing Surprise Loan Portfolio	Shares of Upstart Holdings (UPST) plunged on Tuesday as executives lowered their full-year outlook and revealed that $604 million worth of loans had been moved to its balance sheet.	Jon Markman	May 11, 2022
1407	Coinbase Stock Slides After Revenue Miss But Many Analysts Say ‘Fears Appear Greatly Overblown’	Several investment firms cut their price target on Coinbase’s stock this morning but noted that the shares are trading in ‘oversold’ territory and expressed confidence in the company’s long-term success.	Nina Bambysheva	May 11, 2022
1408	Fixing Student Loans For Real	In accelerating forgiveness of certain income-based student loans, President Biden performed minor cosmetic surgery on an atrocious system. Fortunately, there’s a simple solution: Let students and parents borrow as well as refinance their loans at the prevailing Treasury’s 30-year bond rate.	Laurence Kotlikoff	May 11, 2022
1409	Coinbase-Backed MARA Raises $23 Million To Build A Strategic African Crypto Exchange	Mara wants to build a pan-African crypto exchange that sits in the gap between regulators and crypto users to help drive crypto and blockchain adoption in Africa. The startup has raised $23 million from Coinbase Venture, Alameda Research and other investors build last-mile crypto products in Africa.	Oluwaseun Adeyanju	May 11, 2022
1410	Earnings Beat In The Cards For Tapestry’s Stock?	Tapestry (NYSE: TPR), a luxury goods retailer of handbags, shoes, and accessories under the Coach, Kate Spade, and Stuart Weitzman brands, is scheduled to report its fiscal third-quarter results on Thursday, May 12.	Trefis Team	May 11, 2022
1411	A Guide To Funding Your Greentech Startup	Raising Venture Capital Raising venture capital refers to financing given by investors or investment banks to startups that the venture capitalist believes has significant growth potential.	Jaime Catmull	May 11, 2022
1412	How David Beats Goliath In Apps: The Boring Story No-One Tells	“Lesser known retail apps outperformed 33% of leading retail brands. Lesser known news apps outperformed more than 66% of leading news brands. In the last six months across all categories, lesser known apps on average outperformed 46% of leading brands.”	John Koetsier	May 11, 2022
1413	Why Did Freeport-McMoRan Stock Lose 30% In Value?	Despite the Russia-Ukraine war causing volatility in the energy markets and hurting discretionary spending, Freeport maintained its full-year sales and cash flow projections.	Trefis Team	May 11, 2022
1414	Portfolio Protection: 5 Strategies To Preserve Your Capital	Here are seven ways to protect your portfolio—and four moves to avoid altogether.	Q.ai - Powering a Personal Wealth Movement	May 11, 2022
